NAMESPACE                   NAME                                                                  READY   STATUS                        RESTARTS          AGE
  },
  {
    "id": "vixens-4vy",
    "title": "feat(birdnet-go): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:39:54.404332697+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:39:54.404332697+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-92f",
    "title": "feat(netbox): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:39:43.860934808+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:39:43.860934808+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-8ac",
    "title": "feat(linkwarden): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:39:33.287570347+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:39:33.287570347+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-3k4",
    "title": "feat(docspell): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:39:27.984623907+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:39:27.984623907+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-zj2",
    "title": "feat(redis-shared): restore QoS and goldify to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:39:12.15592825+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:39:12.15592825+01:00",
    "labels": [
      "fix",
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-8zq",
    "title": "feat(synology-csi): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:39:06.887447388+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:39:06.887447388+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-hby",
    "title": "feat(traefik): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:39:01.647427752+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:39:01.647427752+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-gi2",
    "title": "feat(argocd): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:38:56.391145009+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:38:56.391145009+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-7lz",
    "title": "feat(mealie): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:38:51.12155412+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:38:51.12155412+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-yec",
    "title": "feat(alertmanager): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:38:45.850925897+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:38:45.850925897+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-5sp",
    "title": "feat(external-dns): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:38:40.621971333+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:38:40.621971333+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-18m",
    "title": "fix(argocd): resolve sync-flapping and alignment with prod-stable",
    "description": "Many production applications are OutOfSync or flapping due to divergence between dev branch and prod-stable tag, especially regarding Traefik middlewares.",
    "notes": "ArgoCD sync-flapping resolved by purging 70+ local redirect middlewares and standardizing on the global Traefik middleware across all Ingress resources.",
    "status": "in_progress",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-07T19:37:20.658869063+01:00",
    "created_by": "root",
    "updated_at": "2026-01-07T19:39:19.905099642+01:00",
    "labels": [
      "infrastructure",
      "review"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-s48",
    "title": "fix(infra): restore VPA operator in production",
    "description": "VPA operator is missing in production cluster. Restore it to enable resource recommendations and automated scaling.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-07T19:37:20.532801091+01:00",
    "created_by": "root",
    "updated_at": "2026-01-07T19:37:20.532801091+01:00",
    "labels": [
      "infrastructure"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-1wl",
    "title": "chore: audit infisical secrets for coherence and cleanup",
    "description": "Audit Infisical secrets usage. Clean up unnecessary configurations.",
    "notes": "Infisical secrets audited and standardized. Redundant namespaces removed and Prometheus config fixed.",
    "status": "in_progress",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:39:14.063421108+01:00",
    "created_by": "root",
    "updated_at": "2026-01-07T12:30:48.39700412+01:00",
    "labels": [
      "chore",
      "review",
      "security"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-2xk",
    "title": "Implement PostgreSQL backup strategy",
    "description": "Implement PostgreSQL backup strategy (S3/MinIO).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:37:56.712039066+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:37:56.712039066+01:00",
    "labels": [
      "database"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-vnn",
    "title": "Deploy Homepage in tools namespace",
    "description": "- Create Kustomize overlays for the application.\\n- Manage secrets via Infisical.\\n- Configure Ingress for external access.\\n- Define PersistentVolumeClaims for storage.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T19:35:48.40434384+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:35:48.40434384+01:00",
    "labels": [
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-90v",
    "title": "Deploy Docspell in services namespace",
    "description": "Deploy Docspell in services namespace. Currently blocked by ArgoCD PermissionDenied errors.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T19:33:08.446308376+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:33:08.446308376+01:00",
    "labels": [
      "cluster-services"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-4rk",
    "title": "[Monitoring] Deploy Alertmanager",
    "description": "Deploy Alertmanager in monitoring namespace.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:32:36.27331511+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:32:36.27331511+01:00",
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-ah1",
    "title": "[Monitoring] Configure Alertmanager Webhook",
    "description": "Configure Alertmanager webhook receiver using Infisical secret.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:31:22.973768012+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:31:22.973768012+01:00",
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-a8l",
    "title": "refactor(tech-debt): centralize http redirect middleware",
    "description": "Remove 70+ duplicate 'http-redirect.yaml' files and replace with reference to shared middleware created in parent task.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:30:53.661990611+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:30:53.661990611+01:00",
    "labels": [
      "architecture-cleanup",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-bli",
    "title": "refactor(arch): move media namespace to shared structure",
    "description": "Move shared 'media' namespace definition from Sabnzbd to a dedicated 'apps/20-media/_namespace' structure to fix ownership.",
    "notes": "Media namespace moved to a dedicated shared structure. Standardized across all environments.",
    "status": "in_progress",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:30:22.427356824+01:00",
    "created_by": "root",
    "updated_at": "2026-01-07T03:29:51.955863529+01:00",
    "labels": [
      "architecture-cleanup",
      "refactor",
      "review"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-gja",
    "title": "refactor(tech-debt): factorize arr config-patcher scripts",
    "description": "Factorize identical config-patcher Python scripts for *Arr applications into a shared generic script parameterized by env vars.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:29:16.547704633+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:29:16.547704633+01:00",
    "labels": [
      "architecture-cleanup",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-rc8",
    "title": "refactor(tech-debt): factorize arr deployment patches",
    "description": "Factorize identical deployment patches for *Arr applications into a shared Kustomize component (initContainer pattern).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:28:12.276731593+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:28:12.276731593+01:00",
    "labels": [
      "architecture-cleanup",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-5h8",
    "title": "fix: investigate argocd-server pod error state",
    "description": "Investigate ArgoCD Server pod in Error state (Redis connection/OOM?).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:25:54.799141216+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:25:54.799141216+01:00",
    "labels": [
      "fix",
      "infrastructure"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-j7v",
    "title": "fix: configure alertmanager webhook url in infisical",
    "description": "Add missing ALERTMANAGER_WEBHOOK_URL to Infisical (Prod) to resolve Alertmanager CrashLoopBackOff.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:24:14.695532585+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:24:14.695532585+01:00",
    "labels": [
      "fix",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-2rb",
    "title": "fix: align terraform prod with manual argocd changes",
    "description": "Apply Terraform in Prod to align state with manual ArgoCD patches (targetRevision: prod-stable) and prevent drift.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:21:47.327318473+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:21:47.327318473+01:00",
    "labels": [
      "fix",
      "infrastructure-drift"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-8zv",
    "title": "refactor: decouple terraform cluster infrastructure from application bootstrap",
    "description": "Split Terraform state into two layers: Infrastructure (Talos/K8s) and GitOps Bootstrap (ArgoCD) to improve manageability.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T19:18:03.368504451+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:18:03.368504451+01:00",
    "labels": [
      "architecture-cleanup",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-5ym",
    "title": "infra: stabilize cilium operator with resource limits",
    "description": "Add CPU/RAM requests/limits to Cilium Operator in Terraform to prevent leadership loss during high load/restarts.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:17:30.037904638+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:17:30.037904638+01:00",
    "labels": [
      "infra",
      "infrastructure"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-k6j",
    "title": "security: deploy and configure crowdsec with traefik integration",
    "description": "Deploy CrowdSec LAPI and Traefik Bouncer middleware to block malicious IPs and protect exposed services.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:16:54.300440141+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:16:54.300440141+01:00",
    "labels": [
      "security"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-6r8",
    "title": "security: deploy trivy operator for image scanning",
    "description": "Deploy Trivy Operator to scan running images for security vulnerabilities.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T19:16:30.2027643+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:16:30.2027643+01:00",
    "labels": [
      "security"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-oz3",
    "title": "refactor(arch): standardize overlay environment strategy",
    "description": "Standardize overlay strategy (2 vs 4 environments) across all applications. Document decision and audit existing apps.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:12:35.905346767+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:12:35.905346767+01:00",
    "labels": [
      "architecture-cleanup",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-93m",
    "title": "feat: implement backup strategy with velero",
    "description": "Deploy Velero and configure S3 backend for automated namespace backups and disaster recovery.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:10:21.412835947+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:10:21.412835947+01:00",
    "labels": [
      "backup",
      "feat"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-289",
    "title": "fix(terraform/talos): prevent accidental cluster resets",
    "description": "Fix dangerous 'null_resource' provisioners in Terraform Talos module that cause accidental cluster resets during node operations.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:10:09.36513443+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:10:09.36513443+01:00",
    "labels": [
      "fix",
      "infrastructure"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-fow",
    "title": "research: design hybrid configuration management strategy",
    "description": "Design hybrid config strategy using Infisical (secrets), MinIO (large configs), and Templating (init containers) for complex apps.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T19:08:54.761510511+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:08:54.761510511+01:00",
    "labels": [
      "architecture-cleanup",
      "research"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-vg6",
    "title": "refactor(arch): create shared components structure",
    "description": "Create  structure for middlewares, components, and templates to reduce duplication.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:08:08.675643823+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:08:08.675643823+01:00",
    "labels": [
      "architecture-cleanup",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-4nn",
    "title": "docs(arch): document architecture patterns and conventions",
    "description": "Create CONTRIBUTING.md and ADRs to document naming conventions, overlay strategy, and shared resource usage.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:07:16.116221429+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:07:16.116221429+01:00",
    "labels": [
      "architecture-cleanup",
      "docs"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-4yh",
    "title": "infra: upgrade terraform talos provider to v0.10.x stable",
    "description": "Upgrade Talos Terraform provider to v0.10.x stable. Resolve 'config_patches' error in nested modules.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:06:40.957962651+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:06:40.957962651+01:00",
    "labels": [
      "infra",
      "infrastructure"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-eiz",
    "title": "infra(resources): optimize requests/limits and implement pod priority classes",
    "description": "Analyze and optimize CPU/RAM requests/limits and implement PriorityClasses (critical, high, medium, low) to ensure cluster stability.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T19:04:34.042556643+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:04:34.042556643+01:00",
    "labels": [
      "infra",
      "infrastructure-cleanup"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-230",
    "title": "research(arch): clarify argocd app granularity strategy",
    "description": "Define strategy for ArgoCD app granularity (split ingress/secrets vs monolithic). Produce ADR and updated template.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T19:02:58.772228431+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:02:58.772228431+01:00",
    "labels": [
      "architecture-cleanup",
      "research"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-yes",
    "title": "monitor: integrate apps with grafana and prometheus",
    "description": "Configure metrics exporters, Grafana dashboards, and Prometheus alerts for newly deployed applications.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T19:00:33.188083364+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T19:00:33.188083364+01:00",
    "labels": [
      "monitor",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-ghx",
    "title": "perf: apply comprehensive resource compliance for prod",
    "description": "Apply resource requests/limits to ALL 74 prod apps based on VPA audit. Fix OOM risks, remove throttling.",
    "status": "in_progress",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:40:16.526060166+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:40:20.10893487+01:00",
    "labels": [
      "perf",
      "performance",
      "review"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-5bm",
    "title": "feat: deploy farmos (candidate) in test env",
    "description": "Deploy FarmOS in DEV environment (test namespace) for review. Use disposable storage.",
    "status": "in_progress",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:40:07.7375651+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:40:11.329605683+01:00",
    "labels": [
      "candidates",
      "feat",
      "review"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-58y",
    "title": "feat: deploy nocodb (candidate) in test env",
    "description": "Deploy NocoDB in DEV environment (tools namespace) for feature validation. Ready for review.",
    "status": "in_progress",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:39:21.917601478+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:40:03.347209859+01:00",
    "labels": [
      "candidates",
      "feat",
      "review"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-s9v",
    "title": "security: audit and fix permissions for normal users across all storage",
    "description": "Audit and fix storage permissions (NFS/PVC) for non-root users (UID 1000). Ensure least privilege and proper access for shared data/backups.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:39:09.003322406+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:39:09.003322406+01:00",
    "labels": [
      "audit",
      "security"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-d9o",
    "title": "fix: adguard ingress not working",
    "description": "Investigate and fix AdGuard Home Ingress connectivity issues.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:39:00.414126607+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:39:00.414126607+01:00",
    "labels": [
      "fix",
      "network"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-uc1",
    "title": "fix: docspell ingress not working",
    "description": "Investigate and fix Docspell Ingress connectivity issues.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:38:52.085994275+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:38:52.085994275+01:00",
    "labels": [
      "cluster-services",
      "fix"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-y3j",
    "title": "monitor: verify goldilocks data propagation",
    "description": "Verify that Goldilocks dashboard correctly displays resource recommendations for all namespaces.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:38:22.502578906+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:38:22.502578906+01:00",
    "labels": [
      "monitor",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-9ah",
    "title": "chore: enforce stable image tags and remove latest",
    "description": "Replace all ':latest' image tags with stable versions and enforce this via CI linting.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:38:03.795584213+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:38:03.795584213+01:00",
    "labels": [
      "automation",
      "chore"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-k71",
    "title": "refactor(pyload): move from content to downloads namespace",
    "description": "Move Pyload application from 'content' namespace to 'downloads' namespace for consistency. Handle data migration carefully.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:37:55.691835145+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:37:55.691835145+01:00",
    "labels": [
      "infrastructure-cleanup",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-jsn",
    "title": "chore: configure docspell nfs file structure",
    "description": "Configure Docspell to consume files from NFS (Incoming) and store processed files on NFS for persistence.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:37:47.590922286+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:37:47.590922286+01:00",
    "labels": [
      "chore",
      "cluster-services"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-abb",
    "title": "feat: deploy firefly-iii in finance namespace",
    "description": "Deploy Firefly III in finance namespace (Kustomize, Infisical, Ingress, PVC).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:37:38.604207011+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:37:38.604207011+01:00",
    "labels": [
      "feat",
      "finance-management"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-1f6",
    "title": "infra(backups): generalize Litestream for all SQLite-based applications",
    "description": "Generalize Litestream sidecar pattern for all SQLite applications to enable real-time S3 backups.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:37:30.313899958+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:37:30.313899958+01:00",
    "labels": [
      "infra",
      "infrastructure-cleanup"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-xgt",
    "title": "feat: deploy qbittorrent in downloads namespace",
    "description": "Deploy qBittorrent in downloads namespace.\n\n## Actions\n- Fix authentication (v5.x password hash issue).\n- Configure Gluetun proxy in WebUI.\n- Verify storage mounts.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:37:15.897962834+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:37:15.897962834+01:00",
    "labels": [
      "downloads",
      "feat"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-99e",
    "title": "research: implement sqlite backup strategy with minio sidecar",
    "description": "Research and prototype automated SQLite backups to MinIO using sidecar pattern (Litestream or custom).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:37:06.911454373+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:37:06.911454373+01:00",
    "labels": [
      "backup-restore",
      "research"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-rok",
    "title": "chore: integrate apps with gethomepage dashboard",
    "description": "Add 'gethomepage.dev/group' annotations to applications for automatic dashboard integration.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:36:58.22792279+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:36:58.22792279+01:00",
    "labels": [
      "chore",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-06s",
    "title": "feat(services): deploy wiki/documentation platform",
    "description": "Deploy a wiki/documentation platform (BookStack recommended) with Markdown support, SSO (Authentik), and backups.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:36:49.832712725+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:36:49.832712725+01:00",
    "labels": [
      "feat",
      "services"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-ys1",
    "title": "chore: configure homepage api keys in infisical",
    "description": "Configure API keys and access tokens in Infisical (/apps/70-tools/homepage) to enable dynamic widgets on Homepage dashboard.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:36:40.948070018+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:36:40.948070018+01:00",
    "labels": [
      "chore",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-agh",
    "title": "chore: integrate components with home assistant",
    "description": "Integrate services and devices (MQTT, etc.) into Home Assistant dashboard.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:36:32.65536958+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:36:32.65536958+01:00",
    "labels": [
      "chore",
      "home-automation"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-b26",
    "title": "chore: deploy kube-janitor or curator for cleanup",
